Date;Start Run Timestamp;Parameter Set;Run Number;Run Duration (hh:mm:ss);Total Correct Pieces;Last Improvement Iteration;Sequence Length;Total Move Sequence;Improvement Count;Learned Sequence Reuse Count
2025-03-21;21:56:35;P3;165;00:02:33;15;12.120.000;90;L Bb R Bb D Rb R R F D Fb Db Lb Fb L Lb F U Fb L Fb L F Lb Lb Fb Lb D Fb Db U R B R Bb Rb Rb Ub Lb F L B Lb Fb L Bb Ub Fb U F U F Ub Ub Ub Fb Ub Fb Lb U L U L U U Lb Ub Lb Ub Lb Rb B L R Lb Bb Lb Rb Rb Lb R R B Rb Bb Rb Lb Lb R R;1;10
2025-03-21;21:59:09;P2;166;00:06:55;12;0;66;Bb Db Fb Ub Bb U Rb F F R Bb F Db B Fb Ub F L F U F Lb Ub Fb Lb Rb Bb Rb B R B R B Rb Bb Db Db Lb Bb Lb Db L L D B D L F Lb Fb Db L D L D Rb Db Rb Db Rb D R Db Db Db R;0;10
2025-03-21;22:06:05;P3;167;00:00:37;16;3.660.000;73;Lb Lb Rb Rb Fb L F U Rb Ub R Ub R Lb Ub Rb L U L F Lb Fb Ub Rb Rb Ub R R Bb Bb Ub F U Fb Bb Bb F Ub Fb U F L B Lb Fb L F Lb B L Fb Lb Bb Lb Fb Rb F Lb Rb Lb R Fb R F Lb Rb Ub R Ub B U Bb U;1;12
2025-03-21;22:06:42;P3;168;00:06:22;13;5.790.000;96;Fb Bb F Lb Fb R U Lb Ub Rb B L B Lb Ub Lb U B Ub L U Bb Fb U Rb Ub R Fb Fb Fb Lb Db R D L Db Rb D Ub Lb Lb Lb U Lb Lb Lb U Lb Ub Lb D Ub Db Lb Ub Ub Ub Db L Db Lb Db U U Db U D U Lb Db L D L D D U F B Ub F U Bb Fb B Fb Ub Fb Ub Fb U U F U U Bb Fb;2;9
2025-03-21;22:13:05;P2;169;00:06:25;12;6.630.000;57;Ub R U Fb U Fb Fb Ub Bb Db Db B F D Fb F D Fb L F L Fb Db Lb F Rb B B B R Fb Rb B R Rb D D L Db R D Lb Rb Db Db R D Fb Ub F U F U F Ub Fb Ub;1;8
2025-03-22;00:32:11;P3;1;00:06:36;13;4.980.000;60;Lb U U Bb Ub R U B Rb Rb Bb R R B R B R Bb Db Rb B D B Db Bb Db Bb Db B D B Rb Rb Bb L B Rb Rb Bb Lb Db R R D Lb Db R R D L Rb B R B R B Rb Bb Rb Bb;1;8
2025-03-22;00:38:48;P3;2;00:06:41;14;5.790.000;102;L R Lb Db L U R Ub Rb B Db Bb Fb Lb Fb L U L Ub Fb Bb U F Ub B F Rb Bb Rb B R B R Fb Bb Fb Fb Fb Fb B Fb Fb Fb B Rb Bb F F Ub Fb Rb Ub Rb F R U Rb Rb Rb Fb Fb Ub Fb Ub Fb U F U F U L Ub Rb L L Rb Rb Lb Lb Rb Ub Lb Ub Lb Ub Lb Lb U L U F B Lb F L B B B Lb Fb L Fb;1;11
2025-03-22;00:45:29;P1;3;00:07:05;14;0;54;Lb B Ub Bb F Fb Db F R D Rb F Ub Fb U Lb B L Bb L F U L Ub Lb Fb Ub Fb U F U F Ub Ub Ub Fb Ub Fb R F F F F Rb B R Bb Rb Bb Rb Bb R B R;0;10
2025-03-22;00:52:35;P2;4;00:04:00;15;17.910.000;97;Fb Fb R U Rb B D Bb Rb Db R Ub Db Fb Db Rb F R D F D Rb Lb R Bb Rb L R Lb Rb F R Fb L F Rb Fb L F Lb Bb L Fb Lb B F Rb Fb Rb F R F R F Rb Fb Fb Db L Ub Lb D L U Lb Rb Bb Bb R R B B R R B B Rb Fb Ub D U Db Fb D D Fb U Fb Fb Fb D D Fb U U U Fb;1;12
2025-03-22;00:56:35;P2;5;00:06:31;14;13.530.000;83;L Fb R U Bb U Bb Rb B Ub Bb D B B Rb B R B B Lb Lb Db Lb Lb D D Lb Lb Db Db L L Db Db Rb Db F D R D F Rb Fb R B R Bb Rb Bb Rb Bb R B Rb U R U R U Rb Ub Rb Ub Rb Rb Lb U Lb Ub Lb Ub Lb U L U R L L R Ub Ub Ub Ub;1;12
2025-03-22;01:03:06;P3;6;00:07:02;14;0;83;Bb Fb Fb U F L Ub Lb Lb Fb Fb U L L F F L L U Fb Fb Lb Ub Bb Lb B U R U L R Lb Ub L U Rb Ub Lb Rb L L D L Db Lb Db L L L Db L D Lb U Fb Ub Fb Ub Fb U F U F Rb Rb Db Rb Lb Lb Lb Lb Db L L D R Db Lb Lb D D R R;0;10
2025-03-22;01:10:09;P3;7;00:06:58;13;0;97;Db Lb D D R R D D Bb Bb Bb L U B Lb Rb D R D F Rb Db Fb Db F R L Bb Lb Lb B Lb B L Bb L F Rb Fb Lb F R Fb Lb F Rb Fb Lb Rb Fb Rb Rb Rb Rb F Lb R F R Fb L L L Fb Fb R Lb Lb Rb Lb Rb Lb Rb Fb Fb Rb Lb Rb L Fb Fb R R Lb Lb Ub Lb Ub Ub Ub L U L U Lb Ub L;0;12
2025-03-22;01:17:07;P2;8;00:06:46;14;2.070.000;110;Db B B U U B Rb Bb B B Ub Bb Bb B B D Bb Db Bb Bb Rb B R Fb L D Lb F D Fb Bb Lb Fb L B Lb F L Db Rb Bb Db Rb B D B R B R L Rb F Lb R L F R Fb Rb Fb Rb Fb L R L Rb L R Rb Rb D F D R Db Db Rb Fb Rb Db Rb U R U R U Rb Ub Rb Ub Lb Bb Rb Bb Bb Bb L R Lb Bb Bb Bb R B Rb Bb R L Rb Rb;1;11
2025-03-22;01:23:54;P2;9;00:06:15;14;9.600.000;74;Lb F Db L Bb B U Bb Lb U L Ub B U Lb Ub Bb L Bb L B L L Ub Fb Ub Fb U F U F U Fb B Lb B U Bb L B B B Fb Lb F L Bb Lb Fb L F B Lb Ub Ub L U L U Lb Lb Ub Lb Ub D F Db Fb Db Fb Db F D F;2;9
2025-03-22;01:30:10;P1;10;00:01:05;16;6.030.000;138;Bb Lb F Ub L U Bb D Rb Bb F D Fb B F Db Fb L D Lb Db Lb Db Lb D L D F F Rb Db Fb Rb Db Db R D F R L U F Ub Fb Lb Ub Fb Fb Fb Rb L R F L F Rb L R L Fb L L L Fb Lb F B R B Rb F Bb Fb Rb Bb R R R F F B B F F Bb R Ub Ub Ub Lb Ub Lb Ub Lb U Rb Rb L Rb Rb U R R R R L Bb Bb Fb Bb Rb Fb Rb Fb R F R F R B B B B B B B F F Ub Fb Ub Fb U F U F U F;1;13
2025-03-22;01:31:15;P1;11;00:06:34;14;5.640.000;68;Bb Fb R Ub R D Rb Bb Ub B U D Lb Db L F Db Fb Ub Rb U B U Rb Ub Rb B R Bb Ub B U B U B Ub Bb Ub B F Db F Db Fb D D B Fb Bb Bb Rb U R U R U Rb Ub Rb Ub Lb Bb L Fb Lb B L F;1;13
2025-03-22;01:37:50;P3;12;00:06:36;13;3.720.000;101;Ub L R B Ub Bb B B B F R Bb Fb Fb L B Lb F L B D Lb Bb Lb Db Lb B D D R Db Rb D Rb Db Rb U Lb Ub R U L Ub L Bb Lb Bb U B Ub B Rb Db Rb Db Rb D R Db Db Db R D Rb F Lb F Rb Fb L Fb Fb Rb L R Lb Fb R Fb Fb R Fb Fb Fb R Fb Lb F Lb Lb Lb Rb Rb Rb L R L L R Fb L;1;12
2025-03-22;01:44:26;P2;13;00:07:02;14;0;85;Db B U R Ub Bb Rb B D R Db R L R Db R D Rb Rb Lb Lb Db L Rb Db Lb R D L Ub Lb Lb U R Ub L L U Rb B D D Bb Db Bb F F F F Db Bb Bb D B D U B U Bb Ub Bb Ub Bb U B U U R U R U Rb Rb D Ub Db Rb D Ub D U D D Ub Rb;0;8
2025-03-22;01:51:28;P3;14;00:06:27;12;28.530.000;59;Bb Fb R F Fb R U F Rb U Fb Fb Ub L Db Lb Rb Fb Db Db F R Bb Db B D R D Rb U D U U U R D R D D Rb Db Db U D Ub Rb Db R R Rb Ub Fb U R F R U Rb Fb;1;8
2025-03-22;01:57:56;P2;15;00:00:00;15;0;93;L R Ub L Ub Lb F Db F D Fb Fb L Bb Lb F L B Lb Lb R B L Bb Rb D R B R Bb Db Rb Rb Bb Rb B R Db B R D Lb F L B Lb Fb L Bb Bb Ub Ub Bb Bb Ub Ub B B U U Bb U Rb Db Ub D Rb Ub Rb U R D U Db Rb D D D D R R Lb U L U L U U Lb Ub Lb Ub Lb;0;13
2025-03-22;01:57:56;P1;16;00:07:03;14;0;102;Rb Lb F D F F Ub L U Bb B B Ub Bb Bb R D Lb Db Rb Db Bb Rb B D R D B Db Rb Ub R B Rb U Lb Rb Fb L R U R Ub L U Rb Ub Lb Db R D R Db Rb D Lb R R R R L Db Db Rb Db R Db Db F B Ub F U Bb Fb B Fb Ub Fb Ub Fb U U F U U Bb Fb D L Db Db L L D D L L Db Db L Db;0;13
2025-03-22;02:05:00;P3;17;00:06:07;14;21.720.000;117;D L L L Bb Lb R F Rb L B R U Bb Rb F Ub Fb U Fb R Ub Rb U L Ub Lb Db Db U R Db Db R R R Db Rb Db R R U D Ub R Db Ub Ub Lb U U R R R R U Rb Rb Rb Rb Lb Ub L U L U L Fb U F U F U F Ub Fb Ub Fb Ub Ub F D Fb Db F Bb Fb Fb B Db Bb Bb Fb Bb Bb D Fb Fb Fb D F Fb Fb Bb F Lb Fb L F L Fb Fb Fb L Fb Lb B;1;12
2025-03-22;02:11:07;P3;18;00:06:34;14;23.850.000;107;U Db B B Ub R U Fb Fb Ub Ub F R R Fb R R F Db Db B Db Db Fb Db B D F Db Bb D R Lb Rb F R Fb L F Rb Fb Rb Bb Rb Rb Rb Fb Fb B Fb Fb R B R Bb Rb F F Bb Fb Fb D R U R Ub Rb Ub Rb Ub R U Db Bb F F F Ub Bb Ub B U B U B Ub F Lb Lb R Lb U R U Rb Ub L R R L R Lb Lb Ub Rb U Lb;1;11
2025-03-22;02:17:42;P2;19;00:06:33;13;4.620.000;46;Fb Rb Rb Lb Bb Bb L F Ub Fb Rb D R Lb F F L Lb U L Ub Db Bb D B L Bb Lb Db Bb D F Db B D Fb Fb Bb F Ub Fb U B Ub F U;1;9
2025-03-22;02:24:16;P3;20;00:06:36;14;4.860.000;81;L U R D Fb Db F Lb U Lb Ub F L U Bb Ub Db B D Bb L Bb Lb Ub Lb U B Db Lb D D D Lb Db L D L D L Lb Ub Lb U L U L U Lb Ub F D U U Db Ub F U Fb Fb Fb Fb Fb Ub Fb Ub F F F U Rb Bb Bb R R B B R R B B Rb;1;10
2025-03-22;02:30:52;P2;21;00:07:02;14;0;78;Lb B B Db Bb Ub Db B D U Bb Bb U U F Ub Bb Fb B Ub B B Fb Rb Fb Rb Fb R F R F R Db B Ub Bb D B U Bb U Fb D F D F Ub Ub Ub Db U D Ub Ub D Fb Db Fb Db Ub Rb B R B R B Rb Bb Rb Bb R Db Rb Ub R D Rb U;0;10
2025-03-22;02:37:55;P2;22;00:05:21;16;27.870.000;128;Bb Lb Lb B L Bb Lb Rb D Fb Db R U L Ub Lb Bb Bb Rb B B D Bb Db Bb Db Bb D B D B Ub Bb U Bb Rb Bb Bb R B Rb Db Fb Fb Rb F F D Ub Db Lb Lb Lb D L D Lb Lb Lb Lb Lb Db Lb Db Lb D D U Rb Rb Db Fb Db F D D R R Ub L U U U U Rb Lb Rb Rb U L L Ub Rb U Rb Lb Lb R Db B Ub Bb D D B U Bb Db Fb Fb Bb U F B Ub Ub Bb Ub B Ub Bb Fb Ub Ub F U B F;5;9
2025-03-22;02:43:17;P1;23;00:02:36;16;14.100.000;93;B Db R D Rb B U Bb U Fb Ub F Ub Fb U Fb Ub Fb U Fb Ub F U Bb Rb Db R D B R Db Rb Ub R D Rb U Db Rb U R D D Rb Ub R Db Db Bb D F Db B D Fb Rb U R U R U Rb Ub Rb Ub Lb Lb Ub Lb Ub Db U Db L U Lb D D Lb U Db Bb Db Bb Db Db Db B D B D Bb Ub;2;11
2025-03-22;02:45:53;P1;24;00:06:15;14;16.470.000;101;U R D L L F L Fb B U Bb F Ub Fb U Fb D F U Lb Ub Rb U L Ub R Bb U L Ub B Lb Db Db Lb Lb Db Db Lb Lb Rb Rb Rb L Rb L L L D D Lb Rb Rb Rb D Rb B R Bb R B R B B B B R Bb Rb Db Rb D L D Lb Db Lb Db Lb D L L L Fb Lb F B Fb Bb Fb Lb Fb L F L F Lb Fb B F Bb;1;12
2025-03-22;02:52:09;P3;25;00:00:00;15;0;78;L Rb Rb U U B Db Bb Ub Bb Db B U R Bb Fb R F B Rb L L D L Db Lb Db L L L Db L D Lb Fb Ub Fb Ub Fb Fb U F U F U U Fb L Ub Fb Lb Ub Fb L U L F F Rb Rb B B F B Fb B R Bb R B R B R Bb R R R Bb;0;10
2025-03-22;02:52:09;P3;26;00:00:36;16;3.630.000;52;L R D Fb Fb Db B Bb Db Db B D B Db B L Bb Lb F Db Bb D Fb Db B D U Fb Db F U Fb D F U U B L Bb R B Lb Bb Rb U R Ub Lb U Rb Ub L;1;10
2025-03-22;02:52:46;P3;27;00:06:58;13;0;94;Fb U Rb F F R Bb Db B Fb Db F Db F D Fb Rb U Db Ub R R R U Db Ub Db R D R Db Db Db R R Db R Fb L F Rb Fb Lb F D Fb Fb D F D F D D Fb Db B Fb Bb Db Db Db Db Db Db Db Bb Db B D B D B Db Bb D Fb Db F Bb Fb Fb B Db Bb Bb Fb Bb Bb D Fb Fb Fb D F;0;11
2025-03-22;02:59:44;P1;28;00:06:10;14;11.430.000;67;Lb Lb R Bb Lb D L U Rb U R Ub L L F Lb Fb Db L D Lb Db Lb U D Lb Db Ub L D Db Rb D F Rb Db R D R F D Fb Fb Bb Fb Ub Fb U B Ub F U F D Ub Db Ub Lb U D Ub L U U Lb Db L;2;9
2025-03-22;03:05:55;P2;29;00:06:26;14;9.600.000;80;R Lb Db L D L Db Rb Bb R U Db R Ub D Ub B Db Bb Db U D B D Bb Db R Ub Ub Rb D Rb Fb R F R F R Fb Rb Fb Ub Ub Ub R U Rb Db Rb Rb Rb Rb U D U R U R R R Fb Ub Ub B F Bb U Bb Fb Bb Bb F Ub B Fb Bb U Bb U F;1;9
2025-03-22;03:12:21;P1;30;00:06:29;14;5.880.000;92;F Rb Bb R R Lb F L Rb Db B Rb Bb Db Rb D R D Ub B U L Bb Lb Fb U Bb Bb Ub B F Bb U Bb Bb Ub Bb U U Rb Ub B U Bb R Ub Ub B R Ub Rb U Bb D L B L B Lb B B Lb Lb Lb Lb B Lb Bb Lb B Db B Rb F F F L F L F L Fb Lb Rb Lb Lb R Lb Lb Fb R Lb;1;8
2025-03-22;03:18:51;P1;31;00:02:07;16;10.410.000;76;L Bb R U B Ub B U Rb Bb Lb Db L L Ub Lb Fb L F U Bb Fb Ub F U B Db Lb Lb Lb D Rb Db Lb D R Bb L B Rb Rb Rb Rb L B R L Rb Bb L R L L Rb Bb Lb D U F D F D U U U U D Fb Db F F F Db F F Ub;1;10
2025-03-22;03:20:59;P1;32;00:02:53;15;15.720.000;105;Lb Lb Lb Bb Bb L R D Rb R D Rb Fb B Rb Bb F U B R R Bb Ub Bb L B Rb Bb Lb B R Ub F F Ub F U Bb Ub Fb U B F F U D Ub Db Fb Ub F U F U F Ub Fb Rb D Rb Db Rb L R Lb R Lb Rb L L D R Db Rb Rb Rb Lb Bb Ub Bb Ub B U B U B Ub Fb U F U F D U D U U D Ub D Fb Ub Fb Ub Fb;2;10
2025-03-22;03:23:52;P2;33;00:06:42;14;3.840.000;78;R Db B B L L Bb L D Lb F L L Fb Lb D L Db Lb Fb Db F D L R R R Db F Db Fb D R D Lb F L B Lb Fb L Bb Rb D Lb Db R D L Db Ub Lb U Rb Ub L U R Rb Ub B U R Ub Ub Ub R Bb Rb Bb R Bb Bb R R Bb R Ub;1;11
2025-03-22;03:30:35;P1;34;00:07:03;14;0;62;Lb Ub Db B Lb D L Lb F F L Lb Db L D B Db Bb Db Fb Ub F D Fb U F L F Lb Bb L Fb Lb B Ub R U L Ub Rb U Lb Lb Ub Rb Rb U L Ub Rb Rb Ub Rb L Ub Ub Ub Ub R Lb U U;0;10
2025-03-22;03:37:38;P3;35;00:06:17;15;28.500.000;106;D L L Ub R U Rb F Ub L U Fb Rb Lb Rb B L Rb Rb Bb D B U Bb Db B Db Ub D F Db L D Fb Rb Db L D R Db Lb D D Rb Db Rb Db Rb D R Db Db Db R U Rb Db Ub D Rb Ub Rb U R D U Db Rb D D D D R R Lb U L U L U U Lb Ub Lb Ub Lb Ub Rb U Lb Ub R U U Lb Rb L R Ub Lb R R R L L R;2;9
2025-03-22;03:43:55;P3;36;00:00:00;15;0;116;Rb D F F Rb B U Bb R L Fb Lb F B Rb Fb R Bb B Db R D Bb Rb F R F Ub Rb U Fb R D Rb U R Db Rb Ub Db U U D B Db Bb Ub Ub B Db Db Db Bb Ub B U B Ub B B U B Fb Rb Fb R F R F R Fb Rb Ub Rb Bb Rb Bb R B R B R Bb U D Ub D U Db F D Fb D D D Fb Db Db U D Ub Fb D F Db Db Lb Db Lb Db Lb Lb D L D L;0;14
2025-03-22;03:43:55;P3;37;00:06:38;14;3.600.000;92;L F Fb Db F Fb Bb Db F B Bb L B Db Db F D D Fb D F Ub Fb U Db F Db Db F Db Db Db Db Lb F Db Fb L F L D F Lb Db L Db Fb Rb F R F R F Rb Fb Rb D Ub Db Fb Ub F U F U F Ub Fb Bb Bb Ub Ub B B U U B B U U L D L D L L Db Lb Db Lb Db Db;1;11
2025-03-22;03:50:33;P3;38;00:06:46;16;28.830.000;80;Bb Fb Rb F F U Fb U Fb Ub Ub Lb U B Fb Rb F Bb R D Rb U R Db Rb Ub Db Lb Db L D L D L Db Lb Db Bb D F Db B D Fb Bb Lb Fb L B Lb F L B Ub Bb Db B U Bb D Lb Fb R L Rb L L F Rb L R F L F R R Lb R R Fb;1;11
2025-03-22;03:57:20;P3;39;00:00:50;15;4.800.000;79;U B R F Rb Fb Fb B L B Lb Ub Lb U Db R D Rb U Rb F R Ub F R F Rb Fb U Fb Ub L U R Ub Lb U Rb Ub Lb B Rb Bb L B R Bb Lb U L U D Ub D Lb Ub L Db Ub Db U B Ub Bb Db B U Bb D L Fb Lb B B B L F Lb B;1;12
2025-03-22;03:58:10;P2;40;00:06:32;13;5.940.000;67;Lb Db L L R R U Fb Fb Ub Rb Db R R Lb Ub Rb L D Bb Db Fb D B Db F B D Rb Db Bb Rb Bb D B R Ub Rb D R U Lb Bb Bb Db Bb Bb L Lb Db Bb L B L D D Lb Ub L Db Lb Ub D U Db U L;1;12
2025-03-22;04:04:43;P2;41;00:06:05;14;18.090.000;103;Fb Ub Ub Bb U B U B Rb Bb Rb Ub Lb D L Lb Fb Lb F L F L F Lb Fb Rb F R U R Fb Fb U Fb Ub Fb Ub Fb U Rb Ub F D Fb Db L F Db Lb D L Fb Lb Fb Rb F R F R F Rb Fb Rb Rb U R D Rb Ub R Ub Db U F L F L Fb Lb Fb Lb Fb L U R U R Ub Ub R R Lb Rb L Rb Rb Ub Rb Ub Lb R L R;2;10
2025-03-22;04:10:48;P1;42;00:06:41;11;0;58;Fb Rb Rb F Ub F U Fb R D Rb Lb F Lb Fb Lb Lb R B Rb Bb U Lb Ub Rb U L Ub R D B D B D Bb Db Bb Db Bb Db Fb D Fb Db F Db F D D F Db Fb Db Fb Db F D F;0;10
2025-03-22;04:17:30;P2;43;00:07:04;14;0;107;Rb D R B Db Bb B D Bb Db Rb Bb R U Rb Ub L U R Ub Lb Db Db Bb Bb D D Bb Bb D D Bb Bb D L F L Db Lb Fb Lb Db Fb Fb Fb Db Db B D B D B B Db Bb Db Bb Db Bb Db B D B D B Db Bb B Rb Lb B B B B L B Lb Bb R B Lb Rb L R L Bb Bb Ub Ub Fb Ub Fb Ub Db U Db Ub D U U D F U F U Fb U;0;10
2025-03-22;04:24:34;P3;44;00:02:07;15;11.880.000;119;B Fb Rb Fb Db F Rb Bb Db B Db R Db Lb Fb Db L F L D L Fb Lb U F Ub L D B D B D Bb Db Bb Db Bb Fb Ub Bb U F Ub B U B D B B Db L L L Db L D L B B Lb Db Bb L L L D L Db Db B L Bb Lb Db Lb D D D D L Db R D D Rb Bb Db Rb Bb Bb R B D F Lb Lb Lb F F Lb Fb Lb Fb Lb Lb F L Fb Fb Fb R F Rb Fb Rb Fb Rb F R;2;12
2025-03-22;04:26:41;P2;45;00:02:46;15;16.260.000;121;U Lb B D Rb D R D Rb Db R Lb Ub F Lb Ub L U Fb L F Ub B U L Bb Lb Db Ub Bb Db Db B U Db Db Fb Ub F D Fb U F Fb L F F D D Fb Fb L Fb Fb Db Db Fb B Db Db Ub Db Bb D B U Bb Ub Db Ub Ub Ub B D D D Bb R Db R D L Db Rb D Rb Lb Lb Db Db Db U U D U Db Db Lb Ub L U L U L U U U B U B U B U D U U Db Bb Ub Bb Ub;3;11
2025-03-22;04:29:28;P2;46;00:07:03;14;0;72;L R Fb U F Rb Db R L Db Lb Fb Db Rb D R F D Fb Db Lb F L F Lb F L B Lb Fb L Bb Bb Rb Fb Fb R Bb Bb Rb Fb Fb Bb Fb Bb Fb Bb Bb Fb Fb R Bb Fb Bb Fb Fb R F F Rb B Fb B F B R Fb Fb Rb B B Fb;0;10
2025-03-22;04:36:31;P2;47;00:07:04;14;0;82;L Rb L Ub Lb Bb Rb B F F Bb R B Fb Fb Db Rb F D Fb R D Fb U Bb Bb Ub B F Bb U Bb Bb Ub Db B D Fb Db Bb D F L Rb L Rb Lb F L L Fb R F Lb Fb Rb F Lb Fb Rb Rb Lb Bb Rb Bb Rb L L L L B R B R Lb R Lb Rb Lb Lb B Rb;0;10
2025-03-22;04:43:35;P1;48;00:06:14;14;26.760.000;117;Lb Lb Bb Bb L R Fb Fb Rb Rb D F L D Fb Lb Fb Db Fb L Ub D Bb Db U Db Rb Db R D R D R Db Rb Lb U L U L U Lb Ub Lb D Ub Db Bb Fb B U F U Fb Ub Bb Fb B Ub Fb U F F Bb Fb Bb Bb R Bb R R F Rb Rb B Rb Bb Rb Rb Fb Rb Rb F Lb R F L Fb R Lb Rb Fb Lb Fb L F Rb Rb Rb L Rb Rb L Db L D L D L D Ub D U D Lb Db Lb;3;9
2025-03-22;04:49:50;P3;49;00:00:54;15;5.100.000;96;R U Rb D B Lb Bb Bb L R D Rb B Db Bb Bb U B Ub D R Db U Bb Rb B R Bb R B R Lb U Lb Ub Rb U L U U U L Db Lb U L D Lb Ub L U U F D Fb D Ub Db Ub F Ub Db U F F F Lb Rb Ub Ub Lb U U U Lb Ub Lb Lb U L U Lb Lb Lb R L Ub Fb U F U F U Fb Ub Fb;1;12
2025-03-22;04:50:44;P2;50;00:06:37;13;3.300.000;62;B Fb Ub R R Rb Db R Rb L Bb R Lb Rb Fb U F U Rb Ub Rb Ub Rb Ub Rb U R U R U Db R R Db Db Rb Rb D D Rb Rb Db Fb Ub F U F U F Ub Fb Ub Rb U R U R U Rb Ub Rb Ub;1;10
2025-03-22;04:57:21;P3;51;00:03:16;15;18.090.000;89;B B Rb F F R Lb U L Ub Db L D Lb L U Rb Ub Lb U R Ub Lb Fb Lb Fb Lb F L F L F Db Fb Db F D F D F Db Fb Lb Bb Ub Lb U L B F L F L Fb Lb Fb Lb Fb L B B R Bb Rb Rb F Rb B Fb Bb Rb Rb Bb B U Bb Bb Bb Bb D Ub Bb U B Db Bb Db Ub D;3;8
2025-03-22;05:00:38;P3;52;00:05:25;15;28.140.000;124;Rb D Fb Fb B D Bb Rb Db R Lb B L Bb U L B Ub Bb Lb Ub Lb Ub Lb U L U L U Lb D D U Db Db Bb Ub Bb Ub Bb U Bb Bb Bb U B L Rb Rb Lb Rb Fb Fb Lb Fb Fb L Rb Lb Fb L F R F Rb Fb U Db F U F U Fb Ub Fb Ub Fb D Rb B R B R B Rb Bb Rb Bb Rb Ub Ub R D D D U D R U R R Ub Rb Ub Rb L R F L F Lb Rb Rb L R R L Fb Lb Fb R Lb Rb Fb;3;9
2025-03-22;05:06:04;P2;53;00:00:00;15;0;117;L R Db B R F Rb Bb L B F L Fb Lb B Lb Bb Lb U R Ub L U Rb Ub Lb D D F Lb Lb D D L L F Db Db Lb U D Ub D Ub Ub F Db Fb Ub Ub Ub F U D Ub Fb U Db Db D F Db Lb D L D Fb Db Lb Db L Rb Lb Rb Rb F L R Lb F Rb Fb Rb Fb R Lb Rb L Rb F L Db Rb D R D R D Ub Db U D Rb Db Rb F F Ub Fb Ub Fb U F U F U F;0;14
2025-03-22;05:06:04;P1;54;00:00:00;15;0;95;B U Bb L B Rb F R Fb R Db Rb U Fb Ub Rb F R F Db Lb D D D Lb Db L D L D L D F Ub Ub Ub Fb Db F Db Ub D Fb Rb D Rb Db Rb L R Lb R Lb Rb L L D R Db Rb Rb Rb Lb Rb F F F L F L F L Fb Lb Rb Lb Lb R Lb Lb Fb R Lb F F Ub Fb Ub Fb U F U F U F;0;11
2025-03-22;05:06:04;P2;55;00:06:28;14;13.950.000;100;Bb Lb F Ub Bb U Fb Lb F F Db Db Fb F Ub L U Fb Db R D Rb Db Ub Db Lb Ub Lb Ub Lb U L U L U Db U U Db Ub Fb Fb R Lb Lb Rb Lb Rb Lb Rb Fb Fb Rb Lb Rb L Fb Fb R R Fb Rb Fb R F R F Rb Fb Fb Fb Fb Rb Rb Bb F B F F Rb Fb Rb Lb Lb F R F R F R R R Fb Rb Fb Rb L R L F;1;10
2025-03-22;05:12:33;P2;56;00:06:58;13;0;100;R Fb Db F Fb Rb F R F Rb L D Lb Db Lb Db Lb D L D B D Rb Db Bb Rb Bb D B R F U Fb Ub Fb Ub Fb U F U Rb Lb Rb L R Fb Rb Fb Rb L R L L R L F R F R Fb Bb F U B Fb B Fb Fb B Fb B F Ub Fb Ub Fb Ub F U B U Db Fb Db Fb D F Db Ub Ub Db U D D D U F D Fb Ub;0;10
2025-03-22;05:19:31;P2;57;00:06:11;15;28.770.000;121;L R Ub B Db Bb Lb U L Ub Rb D U R Ub Db R B D Bb Db Rb Bb Rb Rb Rb D Ub R U Lb Ub Rb U L Rb Rb Rb Db L D Rb Db L L L D Rb B Rb L Rb L R Lb R L L Bb Rb Rb B Rb L R Bb Rb D R U R Ub Rb Ub Rb Ub R U Db Fb Lb Fb Lb F L F L F Lb Lb U L U L U U Lb Ub Lb Ub Lb Rb Ub Lb U U Lb Lb Lb Lb U Lb Ub L U Lb Lb Lb U L R;2;12
2025-03-22;05:25:43;P1;58;00:03:17;15;15.060.000;73;Lb Fb Db B B L L Bb Lb Bb L D L Db Fb Lb F Bb L B U Bb Lb B R B U Bb Ub Rb U L U Lb D L Ub Lb Db Fb U F Ub Fb Ub Fb U U U F U Fb Fb Fb Ub F U Fb Fb Fb U F Ub D D Ub Ub Db Ub Ub Db Fb Ub;1;10
2025-03-22;05:29:01;P1;59;00:06:50;14;28.260.000;72;B L F Lb Db L F Bb R Fb B F Ub L U Fb B Lb Bb L Lb U L U L U Lb Ub Lb D Ub Db Fb Ub F L Fb U F Ub Lb U D L D Lb Db Lb Db Lb D L Ub Fb D F F Ub Db U D Fb D F D Fb Db Fb Db Ub Ub Ub;1;10
2025-03-22;05:35:51;P1;60;00:06:43;14;2.580.000;102;Ub Lb F Db Db B D B Db L Rb Fb L F Lb R F D Fb Db Fb Db Fb D F D Fb D U U Db U Db Ub Ub D F D Fb Ub F U U Db Ub Ub Lb Ub Lb U L U L U Lb Ub Lb Db Lb Db Lb D L D Rb L R D Lb R R L Bb Rb Bb Rb Bb Bb Rb Rb Rb B Lb Lb R Lb Lb B Db Rb D R D R D Ub Db U D Rb Db Rb;1;11
